r0,r1,target
0.3340299885434622,-0.024283107749122318,4
-0.4524448135306997,-0.20640257480355448,3
-0.11823727214848498,-0.4013513291285894,2
0.40809578602171387,-0.1605039116520226,4
-0.1871024634235503,-0.045338596907791615,2
0.11439046158203106,0.6783713715664572,2
0.8034000054436515,-0.1453981884841061,1
0.8403921645093487,-0.4505020325701,4
-0.29742783978199416,0.8057511105264537,2
-0.33959994611872524,-0.4531806289133844,0
-0.6888435398621509,0.4560414569518596,3
-0.6021801872993008,0.3816769389765492,1
-0.4551560703284806,0.43228093445207977,1
-0.5978818930235975,0.32396573981241106,3
-0.017840765104773375,-0.5688238596221705,0
-0.48508374879423793,0.32850992214674163,1
-0.5536641548660235,0.3291721404349663,1
0.1553914641435101,-0.35715029531287207,5
-0.12888284619725524,-0.44556213282397367,3
-0.6434866868408564,0.35798856222433667,5
-0.2934735341443148,-0.5471784144088351,0
0.7651205393491018,-0.10797971821866147,2
-0.48657808114395174,0.49864818084817114,2
-0.5457561337653289,0.8751734810888174,2
-0.294894031770436,0.5067669450264288,2
0.08783940931077466,-0.27385357221024403,4
-0.11516656211537003,0.3116525134946057,3
0.3070547064365265,0.3888156740936336,1
0.5333799417360905,-0.7565125580527163,4
-0.4937232621695737,0.4675036348385159,5
0.504029549980306,-0.6029061228684541,4
-0.07181603413612218,-0.2569840012047374,4
0.39416545499723576,-0.12305678624509912,2
-0.21836817983895165,-0.35462695024086976,2
0.27329033974154887,-0.08044736168433353,2
0.022567231899951697,0.7320837384093977,2
-0.02714527461208171,-0.4085036974952043,0
0.05251735384786155,-0.522209415227783,0
0.1936492270801961,-0.2629902737470375,2
0.3468061247073539,-0.593219524910553,4
-0.11848902508247781,-0.21573227322114938,2
-0.6985207416675452,0.4863966271904073,3
-0.003880721510837087,-0.32009407665072853,5
0.40096211045137214,-0.39575658495325905,1
0.03297874553071363,-0.23925019751263496,3
0.9534633743044653,-0.26203917357103873,1
-0.04322030837954751,0.49900935013127984,4
-0.4782944486528636,-0.3385103767726973,3
1.2486627625429612,-0.019864106895084617,0
-0.8118839962945192,0.4721083608324392,3
-0.28014663451976624,0.7540974255438235,2
0.6864469097710659,-0.6497414339282191,1
-0.01564262734030775,0.40454714839679773,1
0.49258540671598844,-0.30749222192976505,5
0.5146971014331516,-0.3473883434335201,3
-0.7113768639221811,0.41444342801846185,5
0.5940505203031542,-0.6451055891452709,0
0.15333574323312585,-0.4921929890927793,4
0.38865885439784664,0.590335488345121,2
-0.4205362654786509,0.13019604127095502,4
-0.18398015509662827,-0.4057230242063138,1
-0.35635056753701094,-0.4478717983880079,0
0.17487983840720417,-0.3587563440988276,2
-0.021436160493086512,-0.5587389383816632,0
-0.4898124991907056,0.5243582169005699,2
0.12165196658264801,0.399746683460167,3
0.795879859299336,-0.16489706758461714,0
-0.7331115005585086,0.656336103600004,5
-0.18568233701298892,-0.45685978655594706,1
0.13977698276578723,-0.4147432489433327,3
-0.6154591657564903,0.6433064195624686,5
-0.4646290114976792,0.37867242298713666,1
-0.2000432904272644,-0.4790356114487734,0
0.36431513403870985,-0.0841592580066136,2
0.34568858521886153,-0.2792245843743678,1
2.6858168730558645,2.4907160759183977,3
0.2349291684385354,0.24191208477699883,1
0.048370699024581014,-0.5334275024234288,5
0.46602628864829276,-0.7970292276330266,4
-0.16840336897189712,-0.08704806327790088,2
-0.2958153972323414,0.6606781974099704,1
0.1248143788750001,0.6631381050430507,2
0.464309451377755,-0.2588337669003584,5
-0.4455902017878161,-0.526660458177493,5
0.3773162612872822,-0.5626467493894576,4
