pca0,pca1,target,pred,success
-0.2678812713774211,-0.28094652439474055,0,0,1
-0.16509973934298813,0.35736271585005447,4,4,1
-0.2370151618718451,-0.1975456399421878,0,2,0
0.2549238543805881,0.4181063057419913,5,5,1
0.46778522939398004,0.31489660687179155,0,0,1
0.25799584391213476,0.42374899389266735,4,3,0
0.28030257866249136,0.7388506593538117,4,4,1
-0.24997554788861567,-0.20556973189433636,4,0,0
-0.2456682043268427,-0.2009875779278797,2,2,1
1.5234825681769049,0.4717380954892117,3,3,1
0.09716682638256285,0.02316904684063041,3,5,0
-0.24839472635533083,-0.15930995487618074,1,1,1
-0.24602702227555084,-0.19979062099057973,2,2,1
-0.2295677438195432,-0.17392772163985523,1,5,0
-0.23664207486991298,-0.1727103274338781,4,4,1
-0.2549308021543861,-0.1832317597010811,4,4,1
-0.20563870071663684,0.13185211561147714,5,4,0
0.2532946499097043,0.46156022910835237,1,1,1
0.25774247510272935,0.4518024666196091,3,5,0
-0.24493144486418314,-0.17891111852756056,3,3,1
0.07219242237486836,-0.35605507997760555,4,5,0
-0.24900292672855037,-0.3581691663467856,0,0,1
0.06332999412691664,-0.3844928069810937,0,4,0
-0.012146336511035048,-0.22832754077046405,1,1,1
-0.24852698225485065,-0.1597781302227906,1,1,1
-0.17371075709769973,0.3462976836450388,3,3,1
-0.24602702227555084,-0.19979062099057973,4,2,0
-0.2120090680410559,-0.12614010731755185,3,1,0
0.2643971776345027,0.4432783254558048,0,0,1
-0.2461510080827041,-0.20231703235480972,0,4,0
0.2265322942850949,-0.3508464716463639,4,5,0
0.2629812269191067,0.42596320392861475,2,2,1
-0.244883606346892,-0.19849538851753457,2,0,0
-0.2211496540194749,0.12250382211543032,4,3,0
-0.21401329258341073,-0.17462980029261208,3,3,1
-0.1488646185438039,0.6692583137287421,3,3,1
-0.16532679328661856,0.3709525154630383,3,3,1
-0.24602702227555084,-0.19979062099057973,2,2,1
-0.2733233299326866,-0.24013849119721048,4,0,0
-0.17023704083590424,0.3427868007322324,3,3,1
0.4235054348654899,-0.42811557437239556,5,2,0
-0.133805250344786,0.6777209527472793,3,3,1
-0.14763782472731557,-0.11255144276501268,5,5,1
-0.24557710991389142,-0.19617786070270526,3,3,1
-0.2584878306218136,-0.18819670534143915,4,4,1
-0.22021265561331527,-0.2036777482372264,1,0,0
0.0797743240656493,-0.3141610359935407,2,5,0
0.2557946098890041,0.42154773834056325,5,5,1
-0.17074836887036762,0.34339039278322026,1,3,0
-0.17371075709769973,0.3462976836450388,3,3,1
-0.26077461524058304,-0.22171510269212302,5,5,1
-0.24255639698604822,-0.18261354767021165,1,3,0
-0.24417103442810612,-0.14571840497599214,1,1,1
-0.25523596582431457,-0.18372626608313655,4,4,1
-0.24067551125930095,-0.20127017146185305,5,5,1
0.8605776115278413,0.16188451367453968,3,5,0
-0.21555007327554238,-0.15653956922922035,4,4,1
-0.24602702227555084,-0.19979062099057973,0,2,0
0.3620371288780485,1.0594808539911627,3,3,1
-0.14908646705550946,0.3605494596578862,3,3,1
-0.19282162038531026,-0.16051546577555947,2,4,0
-0.26279856982307687,-0.21549954027710672,0,0,1
0.28277269662755333,0.423872709408855,2,2,1
-0.15793099937207075,0.36908056774621234,0,3,0
-0.18879079369815605,0.3200588800496355,2,2,1
0.2557946098890041,0.42154773834056325,3,5,0
0.5946815666656314,0.30779859062463755,5,5,1
-0.2678713092120604,-0.25556571017029034,1,1,1
-0.22383637250537072,-0.19368248233129787,4,4,1
-0.24602702227555084,-0.19979062099057973,2,2,1
0.621660786475986,0.7296310969457209,3,0,0
-0.24602702227555084,-0.19979062099057973,1,2,0
1.250932525665245,-0.8527962597128861,5,5,1
-0.275173058792106,-0.23753724849609492,1,0,0
-0.1917436798965196,0.2532380873636202,4,0,0
0.26349675914586784,0.4243414355720919,1,5,0
-0.26589228718727254,-0.2937815090631058,4,0,0
-0.1624033350882069,-0.07903370904238836,5,3,0
0.25562018118037366,0.4215242849393442,2,5,0
-0.26589228718727254,-0.2937815090631058,0,0,1
0.5992976082521911,0.3072133913767822,2,5,0
-0.23681519386779723,-0.18392360865300048,2,5,0
-0.2408105588246608,-0.19777576962060522,4,0,0
-0.24466541048730217,-0.19606763160428423,4,1,0
-0.020964731814726432,-0.29916852044094727,1,4,0
0.26356168820037146,0.654202510845996,4,0,0
-0.25226261328070443,-0.2076275719439962,0,0,1
-0.22514487726694316,-0.21467258019756383,1,1,1
-0.24553577127164652,-0.2013733230134514,2,2,1
-0.24602702227555084,-0.19979062099057973,4,2,0
0.07780770361251621,-0.32225058054304123,5,5,1
-0.24602702227555084,-0.19979062099057973,3,2,0
0.14655702234402798,0.2324690467340537,3,3,1
0.0923907203166307,-0.31834262217666925,2,2,1
0.556676778136597,0.31926796656586276,2,2,1
-0.20411463085117945,0.14191282052743298,3,4,0
-0.25964382535424146,-0.22001686157965863,4,0,0
1.0869189653447573,0.8287418547020343,5,0,0
0.2686563402490435,0.39234651874208004,5,5,1
-0.24549649014925634,-0.19674073223980806,2,2,1
-0.19079462270409536,0.15140776626896277,4,4,1
-0.24743191197071765,-0.2056845052206384,2,2,1
0.10568582697481382,-0.33272577704767853,1,2,0
-0.22276527320152534,-0.19743881378346473,4,4,1
-0.24852698225485065,-0.1597781302227906,1,1,1
0.150053714876645,0.28376169781845584,3,3,1
-0.24751717351080874,-0.18430163169914182,0,0,1
-0.2539738101426131,-0.28647896974016507,4,0,0
-0.052146047764497466,-0.29401820353581637,4,2,0
-0.24339422948367156,-0.19004095352922318,3,3,1
-0.22890345855253508,-0.13904736224020559,4,4,1
-0.22565291474430824,-0.28551617935868395,5,5,1
-0.2584493477549315,-0.20722318876994575,4,4,1
-0.24538185471968219,-0.2002482754730998,2,2,1
-0.19607628410338845,-0.1696510505966495,2,2,1
-0.249203891982241,-0.20666740902617028,2,2,1
-0.24880285985595907,-0.20505044482296098,0,2,0
-0.25559479422765746,-0.34150658922675986,4,0,0
0.0641888054116619,0.3242851398237275,1,1,1
0.3630801683173563,1.0676619030710348,1,1,1
0.43793304125439303,0.3446290703721167,4,4,1
0.06631305345896149,0.2233349067569795,3,3,1
-0.254719145114591,-0.18306014546574786,4,4,1
2.572425755303057,0.19341614661187623,4,4,1
-0.23342362732231411,-0.20214738936271825,4,4,1
0.26904129420620077,0.45542119047447077,2,2,1
-0.24602702227555084,-0.19979062099057973,5,2,0
0.38936188130678734,1.4165372631192363,3,1,0
-0.24782803712904536,-0.20551302617152792,2,2,1
-0.1483436826213302,0.697403319936189,4,3,0
0.3079346401952275,-0.44635356976238605,1,5,0
-0.26580802098678125,-0.2935122183300348,0,0,1
-0.24763649846017868,-0.1486567577230592,1,1,1
-0.24852698225485065,-0.1597781302227906,1,1,1
-0.1494453553325562,0.33701977296781055,0,0,1
0.9078498885666813,0.10775219078408653,1,4,0
-0.2178107761752736,-0.19615407413045025,0,2,0
-0.23620551357235925,-0.14437781613935718,1,1,1
-0.27034017368693203,-0.3929342727853361,4,4,1
-0.27068260897225643,-0.30444041463004023,4,0,0
4.8812095932100705,-1.786018534223281,2,2,1
0.34775275113685306,-0.6437864225896148,0,0,1
-0.24318708931119581,-0.19877420767861123,5,2,0
-0.24546667947476483,-0.19903114251568307,3,3,1
-0.18304441404742844,-0.2026461449253761,2,2,1
0.1796764708337304,0.6432934669045516,1,3,0
-0.12726426058680163,-0.24760964665396362,1,3,0
0.3510136040744627,-0.561460416746839,4,4,1
-0.24676770842734236,-0.3128634984611511,5,5,1
0.2623108019196779,0.4291812776401858,2,5,0
-0.19794679002419638,0.27556435873886465,1,1,1
-0.24902479738902944,-0.18968810183740428,5,0,0
-0.24624472110930998,-0.20854362487494005,0,5,0
-0.2515139523088713,-0.19072200297411013,2,2,1
-0.16896167974380008,0.3438209972258276,3,3,1
-0.18582906907640714,0.14035106865235514,1,3,0
-0.21999208420603739,0.1065706703686751,4,4,1
-0.24602702227555084,-0.19979062099057973,4,2,0
-0.25161492320473344,0.08186392343698562,0,4,0
-0.1692397394603321,0.34990364242293287,1,3,0
-0.2676555275502082,-0.23142186262262798,1,1,1
0.278700585977482,0.46977977290980893,4,4,1
-0.22049258161517918,0.17324385083501098,1,1,1
0.6394099561020583,0.3212922055732322,5,1,0
-0.24743191197071765,-0.2056845052206384,2,2,1
-0.23376004046003795,-0.07969769931186377,3,4,0
-0.15719294319482377,0.38193404947922427,3,3,1
-0.23266716728510375,-0.3202779913629853,5,0,0
-0.24402096421332833,-0.19511638882217605,2,2,1
-0.2512503418127032,-0.17940884292073886,4,4,1
-0.2460811022009117,-0.199869472966516,4,2,0
-0.22418794189809554,-0.16207769111204848,1,1,1
-0.24402096421332833,-0.19511638882217605,2,2,1
0.25087675120355535,0.4316000620996341,4,4,1
-0.2503018925036274,-0.20630086059450253,4,0,0
-0.2643589928282771,-0.2940525061192693,0,0,1
0.2600142402341335,0.4271288124474444,3,0,0
0.20539994942084322,0.5626751550724345,3,3,1
0.05387255520789326,-0.33545513684298167,2,5,0
4.0047943651461155,-1.4599728330797006,0,0,1
-0.26589228718727254,-0.2937815090631058,0,0,1
-0.17621071707699953,0.386310174412828,1,1,1
-0.24777965306495756,-0.16831767547344972,4,4,1
-0.24852698225485065,-0.1597781302227906,1,1,1
0.04620878251915796,0.04500978202471622,5,5,1
0.19100889992410564,-0.3745489873304093,1,1,1
-0.22361655951740583,0.11980343103770519,5,2,0
0.37108120260041993,0.477635161909308,2,1,0
0.2557946098890041,0.42154773834056325,4,5,0
0.2573779363973577,0.42545807519324,1,1,1
-0.12363787321150993,0.9846258164947436,0,4,0
0.3327938266180657,0.4529946597000881,5,5,1
-0.24630516522707968,-0.22446638991933635,0,0,1
-0.014442656151004105,-0.29777521269348056,5,4,0
0.2889642985558689,0.445290235671331,4,0,0
-0.24602702227555084,-0.19979062099057973,3,2,0
-0.24976539277725585,-0.20523525917689475,2,0,0
-0.24270384057479222,-0.17345895494139657,3,2,0
-0.22031842961558182,0.13374069069605954,3,3,1
-0.249203891982241,-0.20666740902617028,2,2,1
0.2720043803418408,0.444804747867534,2,2,1
-0.32368426641477976,-0.5790026849264313,4,0,0
-0.1810142733338925,-0.048688650997201044,1,1,1
0.2724536540050978,0.42206459502920396,5,3,0
-0.2133863923339307,0.14026548729305735,1,2,0
1.0066435034799168,0.830247837216319,0,0,1
0.7041141538606706,-0.5780493415458487,5,1,0
-0.24783791005968736,-0.20431886639672603,0,0,1
0.21163107965140585,-0.10253798626842546,4,0,0
0.6666848694956473,0.011452491465947427,3,3,1
-0.22135175535642806,-0.2086419214120471,5,5,1
0.25277123024548404,0.4654342278375182,1,1,1
-0.24614998889409428,-0.20510645927317014,0,0,1
0.4517445425294527,-0.3847149643947383,5,5,1
0.7607170589421585,1.086917086794627,5,0,0
-0.2443985455238995,-0.1914617861268399,0,0,1
-0.252085606787807,-0.21381007519272316,2,2,1
-0.2381553692061192,-0.1833572146956858,1,1,1
-0.23306722785700335,-0.22837117039633775,2,5,0
-0.24694125188106122,-0.20186515388520893,5,5,1
-0.23439707292106154,-0.15541442986693102,1,1,1
-0.18121986926311232,-0.10686508795566958,1,1,1
-0.2344044286695269,0.1675603285843478,4,4,1
-0.24690637279188274,-0.20470134834774537,2,2,1
-0.24602702227555084,-0.19979062099057973,1,2,0
-0.24146760144813087,-0.18775159583366277,2,1,0
-0.24247352572050954,-0.20047849137128718,1,2,0
3.3196876813788236,-1.0217607860861022,1,1,1
-0.24602702227555084,-0.19979062099057973,0,2,0
0.2557946098890041,0.42154773834056325,3,5,0
0.7607449755149275,1.054754212619967,3,2,0
0.10126571926075578,-0.3443703325820947,5,5,1
-0.24602702227555084,-0.19979062099057973,4,2,0
0.2734065013699793,0.43760358431146396,3,3,1
-0.21775974699432385,-0.19087914078908946,1,5,0
-0.24602702227555084,-0.19979062099057973,4,2,0
0.524319437357224,0.3404823843530592,4,0,0
-0.19044552994652786,-0.15988249459390233,1,5,0
0.39037200532521615,0.17379888508084854,1,1,1
-0.22990436790799815,0.03831925120450053,0,0,1
-0.14883338884162378,0.6685921267510488,3,3,1
-0.2574524387583888,-0.19702991065091877,0,0,1
-0.22343097992498084,0.13666683758747314,0,2,0
-0.13106846521476684,0.4108653714597624,3,3,1
-0.24600189542091913,-0.20378323746294366,1,1,1
-0.26589228718727254,-0.2937815090631058,0,0,1
0.07752236054767753,-0.42405072346680245,5,0,0
0.27277040476810505,0.4936723069530421,2,0,0
-0.2458632457569986,-0.1987306606071335,3,5,0
-0.2331379500044335,-0.22895042128043497,0,5,0
-0.24682841443467154,-0.20142326299732508,1,5,0
0.19417048149842475,-0.4114762188497555,3,4,0
-0.15104093455278633,0.4217841812279058,3,3,1
-0.26866812476768076,-0.299041332895487,0,2,0
-0.2703563327946957,-0.23589125676796235,1,1,1
-0.2566958440341954,-0.28765240467033204,0,0,1
0.00043868536320143797,-0.3074457459497625,5,5,1
0.13550678451419543,-0.3167812437050497,0,5,0
-0.22068050346284016,0.12824118970001525,4,4,1
-0.24117528408007102,-0.20425144773032755,2,2,1
-0.2471756668525604,-0.20030816054010114,0,0,1
-0.2351028866908795,-0.192232249626232,4,3,0
-0.22970250783599322,0.04606081240530962,0,0,1
0.8009862412680908,0.24663837693254317,1,1,1
-0.26589228718727254,-0.2937815090631058,0,0,1
0.12359497701121964,1.1243235696093234,3,3,1
-0.2702726998104487,-0.3848867575314943,0,0,1
-0.249203891982241,-0.20666740902617028,2,2,1
-0.1864950201838609,0.20484431361825298,5,3,0
0.3198540575573522,0.15567367117825745,5,5,1
0.8650821915744846,0.2457753417659447,5,5,1
-0.2688622959011507,-0.2862189256827961,5,0,0
-0.24852698225485065,-0.1597781302227906,1,1,1
-0.2347664570981655,0.10227758152635141,0,4,0
-0.24602702227555084,-0.19979062099057973,2,2,1
-0.22104632202512964,-0.19637965990592873,1,4,0
-0.19514555162848712,-0.1693015325634662,2,2,1
0.2557946098890041,0.42154773834056325,3,5,0
-0.01545906608760271,0.704015867549745,5,3,0
-0.24466301244416627,-0.05832922267037321,4,4,1
-0.25174621896246374,-0.1649160787995292,1,1,1
-0.019342730931123434,-0.2887888285239165,4,2,0
-0.24670309257420617,-0.17506515253693342,2,4,0
-0.2487804820651561,-0.16238546646771113,1,1,1
-0.23870517697790158,0.10560509968097101,0,0,1
-0.20753590827894935,0.16737746704234957,4,4,1
-0.24856828489070656,-0.1583969548437494,1,1,1
0.23948284153232371,0.3268689798873298,0,0,1
-0.2545464154376977,-0.2976950660442875,0,0,1
-0.23630785583287123,-0.13002814570695384,1,1,1
-0.21500031694712832,0.14333077201876435,4,4,1
-0.1713611231035999,-0.17917431382562568,5,1,0
-0.2365867684805319,-0.17933936933833822,0,5,0
-0.24367912527443655,-0.2012360332760297,3,5,0
-0.2681179995669241,-0.2794637869421866,0,0,1
-0.24707545870422082,-0.2629085798720001,1,0,0
-0.23177555822472537,-0.22877165993398932,2,5,0
-0.24996805822046297,-0.20502276101777125,0,0,1
0.3591924879498362,1.0819768338786042,3,3,1
-0.1613885685544995,0.11659336242701,5,5,1
-0.15127865448437744,0.7212158701460489,4,3,0
0.26654557108578136,0.4288627085963024,3,3,1
-0.2358999919834142,-0.13787848341701947,3,0,0
-0.22852456021481218,0.10763057823103643,0,0,1
-0.16334768169386,0.3679442243254782,3,3,1
-0.24743191197071765,-0.2056845052206384,2,2,1
0.2536842379828314,-0.42255808504515463,5,5,1
-0.12309065260441088,0.4737297415892396,3,3,1
-0.20136309206974218,0.507430936907017,4,4,1
-0.1685452895340131,0.34999361724157113,3,3,1
-0.21521955170259435,0.12009195474921178,3,1,0
0.5529811042894094,1.2131194208514455,5,3,0
0.5722775734827661,0.29048119870695643,5,5,1
-0.02093119751232667,-0.07156230582017337,5,0,0
-0.24615882324350186,-0.1999776945101087,2,2,1
-0.22895861243566515,-0.14887692565462107,3,1,0
0.2608721121816192,0.6516723205901221,0,0,1
0.21655693030213793,0.24202186834162376,0,4,0
-0.21402587064571552,-0.2349846334301538,4,5,0
0.08635806144215305,-0.2481603484942349,3,4,0
-0.23046884475018986,-0.10854793887168178,1,1,1
0.5772454913850069,-0.6006304725657369,5,5,1
-0.22091971536581714,0.1228591683098137,3,3,1
-0.24032707066857723,-0.19268478977994893,4,4,1
0.23565105617560225,0.3286080610891111,0,0,1
-0.2319670665692313,-0.19694185403024206,4,1,0
-0.24075282035328113,-0.22358811622983307,5,4,0
-0.22022704351420808,0.16776394304819595,1,1,1
-0.25964382535424146,-0.22001686157965863,0,0,1
-0.13567027906809326,0.4434354743916195,3,3,1
0.2569736920931042,0.4222403538627487,3,5,0
-0.0047861138140847725,-0.29034704888478335,5,1,0
0.23579136357128958,0.3276622443685474,0,0,1
-0.2462286465737267,-0.2047059800263968,2,5,0
-0.19886898113579182,-0.12544564747879267,5,5,1
-0.15849906030168098,0.37424872192995456,0,0,1
-0.15612590327104925,0.36425905780901097,2,2,1
-0.24923262640336535,-0.20488501844615292,2,2,1
0.2481336114760194,0.44147745206413724,4,4,1
0.14406157126234156,-0.21561180474510597,1,1,1
-0.26589228718727254,-0.2937815090631058,0,0,1
-0.2384825984002759,-0.18310874942238997,1,1,1
-0.24238335036130815,-0.14848249381822334,1,1,1
-0.13889845359409664,0.37833138054581383,3,3,1
-0.24602702227555084,-0.19979062099057973,1,2,0
-0.24979570778277344,-0.204927180866271,0,0,1
-0.11752595588043696,0.49295005678935083,1,1,1
-0.24615882324350186,-0.1999776945101087,2,2,1
-0.22096975248611098,0.1818578276375438,2,2,1
0.2880085181386563,0.7491568445639036,2,5,0
-0.2606868034070253,-0.2259629058293049,2,2,1
0.3462868416160064,-0.1020329663108789,1,5,0
-0.2360855477571801,-0.13136212747399265,1,3,0
-0.23704778300367144,0.11644059699839421,0,0,1
-0.1608688425908237,0.39507409647144215,3,1,0
-0.2450660387238143,-0.20424978894441267,5,5,1
-0.09627553044696081,0.8973254072197175,3,3,1
-0.24477239290625433,-0.1988697980196815,2,1,0
-0.21405568981693032,-0.17646821257284034,2,3,0
0.0702880757849832,-0.3328567545511023,5,5,1
-0.2421423592660379,-0.19859860003232582,5,2,0
-0.23982916017960668,-0.1307419794459096,4,4,1
4.574927479407811,-0.8659930262533574,2,5,0
0.11070467091987785,-0.3207228837706405,1,2,0
